1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	1536.0	
